sample_id,subject_id,device,label,duration_sec,rms,spectral_centroid_hz,spectral_bandwidth_hz,spectral_rolloff_hz,zero_crossing_rate,spectral_flatness
c6b09f089466728b_R,48,R,1,19.5,0.007711519730362587,935.5613483464643,1035.9622909029868,2190.3944672131147,0.062381531762295085,0.00015105927013792098
0620657407db80e6_R,47,R,1,15.802633,0.0005961244415360104,977.6522294210384,1010.0226324420537,2181.5378289473683,0.0745370223937247,0.00043864332837983966
3a0e899738999477_R,10,R,1,47.8,0.009484286669015329,908.215293696272,955.8463784545617,1951.5248493975903,0.06762662629685408,0.00013768386270385236
f87eae4e917aada6_R,20,R,1,15.2,0.0009129544667641494,893.8983215043475,1008.8586968293566,2064.059217436975,0.05778439305409664,0.0002997901465278119
e071289d669cf743_R,26,R,1,32.0,0.008935503874733524,1037.4577906451402,1005.2347736996929,2206.6683316683316,0.07980837521853147,0.00022512898431159556
b6598b874c8f7434_R,30,R,1,20.203367,0.004654724926377147,1009.5800799454424,974.214578702242,2129.8333662974683,0.08415434632120253,0.00043712937622331083
f50c48e257473907_R,18,R,1,16.3,0.007314914205527579,967.9345336459924,1014.1950969063842,2163.250612745098,0.07037568933823529,0.00019121167133562267
2c0ef6b33feaf52e_R,26,R,1,23.0,0.014846326095434483,964.8091814065486,966.4948980474578,2028.8921244784424,0.0738364101616829,0.0001687780168140307
de95d8fc24c3a7fd_R,02,R,1,22.7,0.021986553827633065,872.692864840096,891.2072720809371,1753.6091549295775,0.07122029049295775,0.00013449623656924814
538ee72a90418be9_R,42,R,1,12.202033,0.0015467945076523563,1095.6428275295937,945.1320932441695,2158.111092931937,0.10026893815445026,0.0004957171622663736
0a7210a3b583741c_R,09,R,1,47.0,0.007064619716799258,1014.3144750419082,1005.703681858427,2178.0228897208985,0.0790736417205582,0.00021556190040428191
785c5cdec34db197_R,06,R,1,26.5,0.010053384883206985,943.8689893402833,980.3421219503462,2046.5451598311217,0.07164305168124246,0.0001540111261419952
eccc401b6ee91896_R,20,R,1,18.703117,0.001130872144747648,916.9360304677174,995.8530241962693,2051.0016025641025,0.06456914396367522,0.0003018041024915874
3b5e7613e4de2705_R,38,R,1,17.602933,0.0006041640890240642,1014.2199776502691,1085.440679980419,2373.7664473684213,0.06321071063974591,0.00041593381320126355
6ba9715107d2715a_R,19,R,1,37.4,0.009421273998798923,943.8730530774757,1043.4457889407968,2210.7570573139437,0.05812050564050471,0.00014055604697205126
43a7d9fb6b290123_R,02,R,1,20.0,0.03461309705657088,816.9234712213829,871.5536621130678,1654.0160742811502,0.06197427865415336,0.00013375948765315115
445f448f2f74486a_R,42,R,1,17.4029,0.004367974392933208,1041.3994869902053,910.557057090028,2058.7086397058824,0.09176097196691177,0.0003604961384553462
aaaf129be348c613_R,13,R,1,23.4,0.0011202842701958377,960.7517608344274,1056.3514412765771,2240.7359972677596,0.05781463456284153,0.00033951844670809805
26c23a9e71f3856c_R,46,R,1,13.5,0.004473181045912904,1187.6666926439864,1108.2742909439696,2587.0667950236966,0.09983963085011849,0.00034868024522438645
51eca8771b808ad9_R,27,R,1,13.7,0.01540554192112273,1101.0194708565348,939.251391705247,2176.810168997669,0.10637360686188811,0.00028222883702255785
ab1a3ed83598308b_R,14,R,1,20.6,0.006326059744035757,1005.0109073814572,1047.7600923546397,2290.0936529503106,0.07618097340838509,0.0002166664053220302
eb6fecfed1a61cd8_R,08,R,1,19.1,0.011948488953445177,919.5495104249,976.4839087341106,2030.7265494137353,0.06775577104271356,0.00015727432037238032
7b020d6920cea2eb_R,26,R,1,16.0,0.017824016754459073,970.4333539685997,988.9715602168146,2101.1570608782436,0.06941585578842316,0.00019690796034410596
0287699e9ee545fd_R,02,R,1,18.30305,0.026489518936895384,850.8153798722464,882.9245725863797,1717.425152972028,0.06701147973120629,0.00015946361236274242
b70f4fd1b733fe81_R,47,R,1,12.90215,0.0005555690143383141,1001.1721053212733,1025.8339934836417,2239.9056311881186,0.0782736598855198,0.000545679940842092
f91e9cd49a8f791d_R,48,R,1,19.7,0.007737595414140843,938.2492658651454,1041.8881481385956,2208.1346387987014,0.06195306158685065,0.00016651350597385317
d72f09b6557f4987_R,29,R,1,18.2512,0.0008364582599192928,1110.0519668796376,953.663759045601,2202.9197679509634,0.10506170643607705,0.0004746808554045856
dcea5c1bbb57f510_R,19,R,1,23.4,0.010457317203375815,959.4919129170183,1054.8102348429675,2250.3522028688526,0.06007727117486339,0.00014603414456360042
fb486e2a37178062_R,38,R,1,32.4054,0.0007481901361916404,966.2297630756209,1062.0941109054686,2269.990128331688,0.05692067574654491,0.00033769168658182025
91fe5c2f10a54896_R,47,R,1,16.702783,0.0006140840554824285,982.403741412903,1010.335921566182,2176.6493055555557,0.07437402717911877,0.0004562496324069798
629dc336c49652f7_R,26,R,1,16.7,0.02607934418234437,937.2829908417826,951.6689233341056,1974.2875957854405,0.068813046276341,0.00015495243133045733
b16d20eea6eb0c67_R,48,R,1,17.802967,0.012796591300203908,862.2381274944413,965.1440574467492,1905.1980475763016,0.05596386894075404,8.960397099144757e-05
ea39e932fe4bb86c_R,50,R,1,15.1,0.03619763162613872,927.7090584837186,963.9665433548306,2028.3865201271187,0.066162109375,0.0001743869943311438
f58fa4e1fec2afe2_R,36,R,1,36.5,0.0009015524189619692,845.7587899411616,977.491680910874,1935.9867988606486,0.05346658290425066,0.00024243314692284912
49ab1944d26e4673_R,09,R,1,20.9005,0.00758623455156705,1025.7952923277714,988.7988759535186,2133.5650802752293,0.08375591313073394,0.0002091759379254654
11cc014ca0f37537_R,19,R,1,28.2,0.009263763997408615,947.2784999498634,1051.8436729816494,2231.8505527210887,0.05790561667375283,0.00012762505502905697
540362f1d123690b_R,06,R,1,21.103517,0.013037534509109307,929.7974249777564,1011.1244169889605,2109.493371212121,0.06383463541666666,0.00016060390044003725
01f3cf468eb9deb5_R,40,R,1,20.903483,0.0006109521359529565,1014.1177036330387,1074.125924928147,2352.3628631498473,0.0689484482511468,0.0004554656916297972
bbb8c1b76db249fb_R,19,R,1,17.1,0.012479999331576114,905.7042361833156,1031.920221177506,2129.8481308411215,0.053805855724299065,0.0001157794613391161
0e8355b31582aae7_R,05,R,1,30.8,0.014738941602313729,1044.413875657434,949.9730650589587,2096.727349428868,0.0935862254997404,0.00022395572159439325
f2690c48141f3db4_R,33,R,1,16.8,0.009792903754985934,899.4738023901086,1019.513686613032,2116.2220769961978,0.0569599572243346,0.00013251234486233443
244a74cc7d18ea6e_R,19,R,1,19.4,0.028992873598716655,869.9777220954177,975.3371045366993,1949.855848434926,0.05498996087314662,0.0001186856025015004
66dbf8a798f43aad_R,50,R,1,18.90315,0.007837841692972502,959.024977702485,1014.508485503048,2152.442893401015,0.06418461162225042,0.00016006146324798465
29780a5349ddd9fa_R,28,R,1,19.3,0.000653135922216543,1008.8426555059777,1054.7085981157757,2297.043149834437,0.0723788027731788,0.0004656087839975953
6c8791dcfc46c960_R,41,R,1,13.9,0.035875588864036315,848.1030785714808,926.38035056554,1845.3663793103449,0.059337957974137934,0.00010943647794192657
0ac8cb7d396c818a_R,28,R,1,13.4,0.0008340008388530408,955.6322217351656,1068.1959025554677,2267.0420644391406,0.052702910575775655,0.00031371237128041685
af036ac08a4a1ebb_R,08,R,1,18.2,0.008553043179105897,891.7365365939427,982.1480956822058,2009.3090949033392,0.06199369782513181,0.00013774755643680692
c8a80eee594e2764_R,21,R,1,40.1,0.007301290871078693,1007.9310541984142,988.3304811910161,2128.6321271929824,0.08190158679724881,0.00020422595844138414
0ab5ea69ffc45ce6_R,48,R,1,25.6,0.008159956791506788,914.6800936974304,1033.753055567193,2160.4829900124846,0.05878333235799001,0.00012786283332388848
244b4f4c75b4e918_R,40,R,1,20.7,0.0005097579496789516,1068.108894165294,1090.9950902702403,2439.359544049459,0.07988115219281298,0.0006294897175393999
37ce2d9ba26184cc_R,41,R,1,17.8,0.008335206089431856,926.8815312706746,1046.3337429649382,2200.572262118492,0.056645884762118494,0.00013225495058577508
486b00231388f4ab_R,02,R,1,48.2,0.017324089827052813,912.7095207963254,930.9728107391821,1898.6604180491042,0.07304421812790311,0.0001509614521637559
e63211cab34ac70a_R,15,R,1,27.6,0.0005279295774432447,1048.3065309292217,1087.3907820490808,2415.9907300115874,0.07319183172798378,0.0005220493185333908
0a81ac0dd8c4953e_R,40,R,1,17.4,0.0005744629258269033,1046.7442713932235,1084.2329887769204,2402.5160845588234,0.07549061494715073,0.0005235840217210352
989f9448a54922b6_R,44,R,1,14.70245,0.000292523550632613,1294.3484197732746,1108.0662431648634,2695.295516304348,0.1304496433423913,0.0014204424805939198
3585b28a9af43b8b_R,19,R,1,34.004333,0.007742738574301874,949.9541379555916,1058.1771565413878,2253.593896989652,0.05816793935206961,0.0001253974623978138
b7416485cb64333b_R,36,R,1,42.4,0.0008753003486852905,852.958742446368,974.8168942866398,1939.4560708898944,0.05566074837386878,0.00024635426234453917
a1f829211520333c_R,42,R,1,31.6,0.0006479978350217234,1114.4770964957115,961.1977354655418,2211.119369939271,0.1068139944964575,0.0005494458600878716
57fcb24467560788_R,08,R,1,27.6,0.008454380191257917,905.0643140457114,982.9539500094023,2026.4248986095017,0.0641662668380649,0.000155294532305561
11d3a0cbed0bc179_R,37,R,1,12.7,0.0004952926322817074,1098.7800722587701,1028.286482198716,2322.7133186397987,0.09570066514483627,0.0006719429511576891
70be4180b7cf5ec3_R,37,R,1,16.002667,0.0004807760825672726,1076.8936215489832,1046.9076654087667,2344.935129740519,0.08905723708832336,0.0006509582744911313
d368ba51e5d04ce9_R,47,R,1,17.10285,0.0006728265823921297,992.5540845694908,1041.579222018984,2260.908294392523,0.07266355140186916,0.000485477561596781
900b8f1132551a61_R,20,R,1,26.6,0.000769777054095122,900.8943861505692,1018.6004975128224,2111.149714543269,0.05881089430588942,0.000313142198137939
bbd6d46836993f25_R,49,R,1,20.5,0.007234465234879617,983.0458898865389,1071.4151529216533,2311.719968798752,0.060997830538221526,0.0001396667503286153
c96da97aab27400a_R,09,R,1,13.402233,0.008776673903072029,1019.8311322821437,1002.4903664850145,2174.8582935560858,0.07821007048031026,0.0002509349724277854
a89d51df55363444_R,46,R,1,19.903317,0.004207300827830098,1206.5855465060952,1107.2367025446913,2607.0639067524116,0.1052622902431672,0.0003475378325674683
642621a45317017f_R,18,R,1,18.0,0.007924131014342566,936.4056735936562,998.562970154673,2085.6183392539965,0.06692748806616342,0.00016146840061992407
1026b8165710b148_R,46,R,1,17.002833,0.006063618945683509,1114.3519339897296,1100.2174680877597,2493.7294407894738,0.07229591312265038,0.00021851545898243785
51a1b61f91b296d3_R,41,R,1,17.802967,0.0078081470002953545,956.4007107428812,1058.021628540434,2260.210951526032,0.057296342010771995,0.00015383929712697864
0252ab33bdddffc5_R,02,R,1,18.3,0.025460624242785914,850.7260943736034,895.8084466832313,1733.4462412587413,0.06548432036713286,0.00013906748790759593
1bdc6e96def96e22_R,50,R,1,29.4049,0.007313432783346836,977.4836576197272,1020.9067531635557,2185.5362486398258,0.06900120715451578,0.00017406213737558573
d2d3da343de73bfd_R,44,R,1,23.3,0.0005514648855543213,1249.1813019316542,1089.2065566355961,2600.8659122085046,0.12223508230452675,0.0012933234684169292
d114c1fb5ecf2753_R,42,R,1,14.202367,0.0008678937614774966,1114.6306079697906,983.2879933035344,2246.3752815315315,0.10479901288006757,0.0006694376934319735
1a565cd56265ec15_R,27,R,1,21.803633,0.032987090396752766,1083.4072265818795,914.5457758557467,2089.935392228739,0.10516303725256598,0.00024600751930847764
9a24f54b2c1cc446_R,48,R,1,26.6,0.007922675069780767,927.297099556423,1038.1308717014322,2187.6126802884614,0.0605779794546274,0.00014420831575989723
364ffdc4dddb1d58_R,02,R,1,21.1,0.016942923423363482,900.2600460078352,912.4909515784319,1826.0298295454545,0.07347819010416666,0.00014011353778187186
11d5e4ae8c76857c_R,14,R,1,25.0,0.008182542028353088,979.1996758366157,1036.8521497340523,2230.2989130434785,0.07232868945812021,0.0002017814840655774
e9fdfbfa2350342f_R,38,R,1,23.2,0.0008470837926333865,950.051762555014,1044.1733602379727,2206.6115702479337,0.05754791343836088,0.00033062463626265526
dc446ef3f2d3d622_R,48,R,1,14.602433,0.008250780080225091,920.6076319278009,1031.9691213337894,2160.934080962801,0.05938974459792123,0.00016299454728141427
523bdd2c6a01d271_R,39,R,1,20.903483,0.000556610974891583,1010.4999399327802,1073.2681244726318,2348.313264525994,0.06951661649464831,0.00045983950258232653
6123753aed622bf2_R,10,R,1,28.5,0.019084304645519586,832.661407041234,928.7928638726911,1800.0315656565656,0.057673633031705945,0.00012630096171051264
a3e328e56033bb67_R,27,R,1,12.3,0.01154907708713799,1120.1330489449522,946.516311728055,2197.159090909091,0.11031985592532467,0.00030431748018600047
01752788a02409a9_R,02,R,1,26.7,0.022563408264311448,895.2479521181021,852.336235935397,1672.3334580838323,0.08002491111526946,0.00012166140368208289
172ceb39efda67ca_R,08,R,1,13.8,0.008533412334404368,893.7400518567331,982.7022031756832,2013.3282696759259,0.06308661566840278,0.00014255459245759994
fd094de879407b61_R,48,R,1,18.4,0.008812562937721521,900.7220156928399,1029.465374001689,2137.2341579861113,0.05498080783420139,0.00013008719542995095
ac2fbd08e489d09c_R,02,R,1,46.4,0.027169575702453975,898.0052958343107,926.2924150528844,1867.69900068918,0.06989219449948311,0.00014678800653200597
5383be85c2fa093f_R,20,R,1,13.8,0.001134915959010375,926.1041252470068,1027.6328627033006,2159.8849826388887,0.0631702564380787,0.0003727955336216837
e4921d8360003618_R,09,R,1,40.006667,0.010172298691900786,1008.8942837182221,997.2117794397421,2150.904276578737,0.08027406200039967,0.00018917908892035484
75676e1dd3a1a1c2_R,08,R,1,0.8952,0.008367006370919926,904.1714503049453,999.1134802622389,2030.6919642857142,0.0584716796875,0.0007486097747460008
0ec70fd7b78daa16_R,20,R,1,15.3,0.0013370558309877686,791.5590375611762,939.2155895343138,1756.0510177453027,0.05032966629697286,0.00021599790488835424
01d3020ed2b1a693_R,28,R,1,20.303383,0.000697441372338084,983.8016690834228,1070.618026729861,2306.902066929134,0.06372493233267716,0.0003934934502467513
c49feb98a75328b4_R,19,R,1,16.2,0.008574954740698493,936.1471071326409,1058.7138909732819,2241.278353057199,0.052046736316568046,0.00011063190322602168
1c62ad8902273fb5_R,43,R,1,30.105017,0.007353661037804511,995.3983342195678,1072.3947672774057,2328.257837407014,0.06380865601753453,0.0001431884738849476
05fac17154b13bae_R,09,R,1,58.1,0.007937695122794769,1016.8555090900769,991.8067334708571,2137.110235407489,0.08164514213931719,0.00019543016969691962
122cc7bf3ec912b1_R,49,R,1,16.5,0.00997438381306215,933.8825532824176,1028.9060019694355,2143.531976744186,0.060531734496124034,0.00013330478395801038
ac3d87c6625df394_R,09,R,1,16.3,0.009203429378752567,1035.7727322403362,972.9249990896733,2099.954044117647,0.08711799172794117,0.00022959019406698644
2f7edbf6ee23b753_R,49,R,1,20.203367,0.0071653036273446515,985.7244511933858,1073.879713637925,2316.8883504746836,0.06291488454311708,0.0001653420040383935
ea240708e02ba617_R,44,R,1,23.40195,0.00032233668868462213,1262.0651695010013,1115.9117277499126,2673.337175546448,0.11843421810963115,0.0011916313087567687
2e8d6952a2073daa_R,06,R,1,48.708117,0.009350716433678892,947.51226222047,993.3482554213065,2081.767071569271,0.06999221571323047,0.00015150995750445873
dd4a0c98903256bf_R,09,R,1,32.9,0.01142125982136075,1032.2927793388587,968.2449663777912,2088.7998056365404,0.08655959593658892,0.00022272669593803585
9dfb58e195e03511_R,45,R,1,38.9,0.006601193635756205,1137.1348862511454,1097.8776760045248,2511.4681846217104,0.08218745181435033,0.00023170206986833364
056c62f5b6d3c6fb_R,02,R,1,13.9,0.02614376371730429,862.5825959706522,859.0283139715547,1617.1875,0.0740032327586207,0.00012389714538585395
49148dc7d07b824c_R,48,R,1,14.3,0.008962830463891285,891.9634010805271,1026.361642530347,2119.756711409396,0.0527824384787472,0.00011040984827559441
